Description,Price,Rating,Reviews Count,URL,Image URL
"Samsung Galaxy S10+, 512GB, Ceramic White - Fully Unlocked (Renewed)",$548.95,4.4 out of 5 stars,90,https://www.amazon.com/Samsung-Factory-Unlocked-Warranty-Ceramic/dp/B07PDN57RD/ref=sr_1_52?dchild=1&keywords=iphone+12&qid=1609112347&sr=8-52,https://m.media-amazon.com/images/I/51GE79vZERL._AC_UY218_.jpg
"Apple iPhone XR, 128GB, White - For Verizon (Renewed)",$438.00,4.5 out of 5 stars,11,https://www.amazon.com/Apple-iPhone-XR-128GB-White/dp/B07T1M19VX/ref=sr_1_53?dchild=1&keywords=iphone+12&qid=1609112347&sr=8-53,https://m.media-amazon.com/images/I/61lvuOnNpjL._AC_UY218_.jpg
Apple iPhone 7 32GB (GSM Unlocked) 4.7-inch 12MP iOS Smartphone - Gold (Renewed),$199.00,3.0 out of 5 stars,7,https://www.amazon.com/Apple-iPhone-Unlocked-4-7-inch-Smartphone/dp/B01MV1FW0Z/ref=sr_1_54?dchild=1&keywords=iphone+12&qid=1609112347&sr=8-54,https://m.media-amazon.com/images/I/715ii8c7pyL._AC_UY218_.jpg
"Apple iPhone 8 Plus, 256GB, Gold - For Verizon (Renewed)",$412.00,4.1 out of 5 stars,24,https://www.amazon.com/Apple-iPhone-Locked-Verizon-Refurbished/dp/B07L2HMZFF/ref=sr_1_55?dchild=1&keywords=iphone+12&qid=1609112347&sr=8-55,https://m.media-amazon.com/images/I/417W1QCareL._AC_UY218_.jpg
Palm Phone PVG100 (The Small Premium Unlocked Phone) with 32GB Memory and 12MP Camera (Titanium),$249.00,3.9 out of 5 stars,120,https://www.amazon.com/Palm-PVG100-Premium-Unlocked-Titanium/dp/B0855MYTY1/ref=sr_1_56?dchild=1&keywords=iphone+12&qid=1609112347&sr=8-56,https://m.media-amazon.com/images/I/61xdotQPltL._AC_UY218_.jpg
Apple iPhone 7 Gold 128GB GSM Unlocked (Renewed),$269.99,3.5 out of 5 stars,21,https://www.amazon.com/Apple-iPhone-128GB-Unlocked-Renewed/dp/B07KCPZM7N/ref=sr_1_59?dchild=1&keywords=iphone+12&qid=1609112347&sr=8-59,https://m.media-amazon.com/images/I/71RYhD1uzpL._AC_UY218_.jpg
"OUKITEL WP8 Pro Rugged Phones - Unlocked Smartphones, 5000mAh MT6762D,IP68 Waterproof Cell Phones 6.49 inch Android 10.0 4+64 ROM 8MP+16MP Global Version, NFC(Orange)",$189.99,4.8 out of 5 stars,9,https://www.amazon.com/OUKITEL-WP8-Pro-Rugged-Phones/dp/B08KVYR2D1/ref=sr_1_60?dchild=1&keywords=iphone+12&qid=1609112347&sr=8-60,https://m.media-amazon.com/images/I/61Iu+XgT-UL._AC_UY218_.jpg
"Apple iPhone Xs Max, 256GB, Gold - For AT&T / T-Mobile (Renewed)",$599.97,5.0 out of 5 stars,1,https://www.amazon.com/Apple-iPhone-Max-256GB-Gold/dp/B07W94VR97/ref=sr_1_61?dchild=1&keywords=iphone+12&qid=1609112347&sr=8-61,https://m.media-amazon.com/images/I/61Z-L0yh+qL._AC_UY218_.jpg
"Apple iPhone 7, 128GB, Silver - Fully Unlocked (Renewed)",$255.73,4.1 out of 5 stars,"25,470",https://www.amazon.com/Apple-iPhone-Unlocked-Warranty-Renewed/dp/B07Q5QDCR8/ref=sr_1_62?dchild=1&keywords=iphone+12&qid=1609112347&sr=8-62,https://m.media-amazon.com/images/I/81+2yUpsSvL._AC_UY218_.jpg
"Samsung Galaxy Note 10+, 256GB, Aura Blue - Fully Unlocked (Renewed)",$557.00,4.5 out of 5 stars,"1,464",https://www.amazon.com/Samsung-Factory-Unlocked-Warranty-Renewed/dp/B07Z43R78Y/ref=sr_1_63?dchild=1&keywords=iphone+12&qid=1609112347&sr=8-63,https://m.media-amazon.com/images/I/51H9rNkotkL._AC_UY218_.jpg
"Apple iPhone 7 Plus, 128GB, Rose Gold - For AT&T / T-Mobile (Renewed)",$299.99,4.2 out of 5 stars,510,https://www.amazon.com/Apple-iPhone-128GB-Unlocked-Quad-Core/dp/B06X9V9V48/ref=sr_1_64?dchild=1&keywords=iphone+12&qid=1609112347&sr=8-64,https://m.media-amazon.com/images/I/71qoijN2JuL._AC_UY218_.jpg
Samsung Galaxy S10+ Factory Unlocked Android Cell Phone | US Version | 512GB of Storage | Fingerprint ID and Facial Recognition | Long-Lasting Battery | Ceramic Black (SM-G975UCKEXAA),$799.99,4.4 out of 5 stars,177,https://www.amazon.com/Samsung-Factory-Unlocked-Warranty-Ceramic/dp/B07N4M4K3Q/ref=sr_1_66?dchild=1&keywords=iphone+12&qid=1609112347&sr=8-66,https://m.media-amazon.com/images/I/61pJYa3506L._AC_UY218_.jpg
"[2+2 Pack] Screen Protector for iPhone 12(6.1 Inch) UIYTRAESTING,Include 2 Pack Tempered Glass Screen Protector + 2 Pack Tempered Glass Camera Lens Protector[Anti-Scratch] [Easy Installation Frame] for iPhone 12",$11.99,4.5 out of 5 stars,"4,449",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A08366122DTRH80UYR0H&url=%2FProtector-UIYTRAESTING-Tempered-Anti-Scratch-Installation%2Fdp%2FB08LGNPDNS%2Fref%3Dsr_1_67_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112347%26sr%3D8-67-spons%26psc%3D1&qualifier=1609112347&id=1034112758723672&widgetName=sp_btf,https://m.media-amazon.com/images/I/71nVi0iEbpL._AC_UY218_.jpg
CELLSHOPPERS - Compatible with iPhone 12/12 Pro Screen Protector [Dust proof & Shatterproof] Blue Light Blocking| Full Coverage | Sensitive Touch | Tempered Glass Screen Protector for iPhone 12 | 12 Pro -2 Pack,$14.99,5.0 out of 5 stars,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A02293112EDBN9XYHC6V5&url=%2FCELLSHOPPERS-Compatible-Protector-Shatterproof-Sensitive%2Fdp%2FB08MXB4RLS%2Fref%3Dsr_1_68_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112347%26sr%3D8-68-spons%26psc%3D1&qualifier=1609112347&id=1034112758723672&widgetName=sp_btf,https://m.media-amazon.com/images/I/6192mB6TYXL._AC_UY218_.jpg
"Car Mount for Magsafe, for Apple Charger Holder Compatible with Magsafe for iPhone 12/12 Mini/12 Pro/12 Pro Max",$13.99,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A08581542AVH78AVYSCCH&url=%2FMagsafe-Charger-Holder-Compatible-iPhone%2Fdp%2FB08PVDMSVX%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112349%26sr%3D8-65-spons%26psc%3D1&qualifier=1609112349&id=8182105349898139&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/61Z06w0ppSL._AC_UY218_.jpg
YUWISS Bluetooth Headset with 36-Hr Playing Time V4.1 Car Driving Bluetooth Earpiece Wireless Hands Free Headphones with Mic Cell Phone Noise Cancelling in-Ear Compatible with iPhone (Silver)?,$7.99,3.7 out of 5 stars,340,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A01682491R1PU9SAYE8RC&url=%2FKINGWorld-Bluetooth-Headphones-Cancelling-Compatible%2Fdp%2FB07PG1FPWJ%2Fref%3Dsr_1_66_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112349%26sr%3D8-66-spons%26psc%3D1&qualifier=1609112349&id=8182105349898139&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/61V5n4+dXtL._AC_UY218_.jpg
"Apple iPhone XR, 64GB, White - For Verizon (Renewed)",$371.00,4.4 out of 5 stars,149,https://www.amazon.com/Apple-iPhone-XR-64GB-White/dp/B07QW3X5QL/ref=sr_1_67?dchild=1&keywords=iphone+12&qid=1609112349&sr=8-67,https://m.media-amazon.com/images/I/51nMyrt3pWL._AC_UY218_.jpg
"Apple MGKL2LL/A iPad Air 2 64GB, Wi-Fi, (Space Gray) (Renewed)",$285.00,4.5 out of 5 stars,525,https://www.amazon.com/Apple-MGKL2LL-Wi-Fi-Space-Refurbished/dp/B07DW3W64Y/ref=sr_1_68?dchild=1&keywords=iphone+12&qid=1609112349&sr=8-68,https://m.media-amazon.com/images/I/71t-0Vx6jOL._AC_UY218_.jpg
Apple iPhone 7 256GB Unlocked GSM Quad-Core Phone - Black (Renewed),$249.99,4.1 out of 5 stars,117,https://www.amazon.com/Apple-iPhone-256GB-Unlocked-Quad-Core/dp/B06XR2D5S1/ref=sr_1_69?dchild=1&keywords=iphone+12&qid=1609112349&sr=8-69,https://m.media-amazon.com/images/I/41ZtfBP1C6L._AC_UY218_.jpg
Apple iPhone Xs 5.8in Smartphone GSM Unlocked 64GB 12MP 4G LTE (Renewed) (Gold),$448.97,3.5 out of 5 stars,3,https://www.amazon.com/Apple-Xs-Smartphone-Unlocked-Renewed/dp/B07KYV5YZJ/ref=sr_1_70?dchild=1&keywords=iphone+12&qid=1609112349&sr=8-70,https://m.media-amazon.com/images/I/71H6fUMSVAL._AC_UY218_.jpg
"Apple iPhone 7 Plus, 128GB, Silver - For T-Mobile (Renewed)",$303.00,3.4 out of 5 stars,8,https://www.amazon.com/Apple-iPhone-T-Mobile-Refurbished-Silver/dp/B076PY1QCV/ref=sr_1_71?dchild=1&keywords=iphone+12&qid=1609112349&sr=8-71,https://m.media-amazon.com/images/I/71-212sijTL._AC_UY218_.jpg
Apple iPhone 7 Plus a1784 256GB GSM Unlocked (Renewed),$349.97,3.9 out of 5 stars,46,https://www.amazon.com/Apple-iPhone-Plus-T-Mobile-Locked/dp/B01MRDC1E7/ref=sr_1_72?dchild=1&keywords=iphone+12&qid=1609112349&sr=8-72,https://m.media-amazon.com/images/I/71b4kAq+5QL._AC_UY218_.jpg
"New Apple iPhone SE (64GB, Black) [Carrier Locked] + Carrier Subscription [Cricket Wireless]",$399.00,4.4 out of 5 stars,150,https://www.amazon.com/Apple-iPhone-Locked-Carrier-Subscription/dp/B0875RT5WS/ref=sr_1_74?dchild=1&keywords=iphone+12&qid=1609112349&sr=8-74,https://m.media-amazon.com/images/I/81hCytKTUTL._AC_UY218_.jpg
"Apple iPhone 7 Plus, 32GB, Gold - For AT&T (Renewed)",$271.99,4.1 out of 5 stars,7,https://www.amazon.com/Apple-iPhone-Plus-32GB-Refurbished/dp/B072JTX1F8/ref=sr_1_75?dchild=1&keywords=iphone+12&qid=1609112349&sr=8-75,https://m.media-amazon.com/images/I/71Z5LIYVhnL._AC_UY218_.jpg
"RCA G2 32GB+3GB RAM, 5.5"" 18:9 Display, Android 9 Pie, Unlocked Phone (White/Gold)",$89.99,3.5 out of 5 stars,112,https://www.amazon.com/RCA-32GB-3GB-RAM-5-5/dp/B07WWBFHV1/ref=sr_1_76?dchild=1&keywords=iphone+12&qid=1609112349&sr=8-76,https://m.media-amazon.com/images/I/71wT5uuJf7L._AC_UY218_.jpg
"Apple iPhone XS Max, 64GB, Space Gray - For T-Mobile (Renewed)",$528.97,5.0 out of 5 stars,2,https://www.amazon.com/Apple-iPhone-Max-T-Mobile-64GB/dp/B07RQVT4LX/ref=sr_1_78?dchild=1&keywords=iphone+12&qid=1609112349&sr=8-78,https://m.media-amazon.com/images/I/81nSsCFeiTL._AC_UY218_.jpg
Apple iPhone 8 256GB Unlocked GSM Phone - Silver (Renewed),$329.00,4.2 out of 5 stars,296,https://www.amazon.com/Apple-iPhone-Fully-Unlocked-256GB/dp/B07757NY3X/ref=sr_1_79?dchild=1&keywords=iphone+12&qid=1609112349&sr=8-79,https://m.media-amazon.com/images/I/71d1Ujdt7rL._AC_UY218_.jpg
"Apple iPhone 8 Plus, 64GB, Red - For AT&T / T-Mobile (Renewed)",$399.00,4.3 out of 5 stars,31,https://www.amazon.com/Apple-iPhone-special-Product-A1897/dp/B07CLNFJKN/ref=sr_1_80?dchild=1&keywords=iphone+12&qid=1609112349&sr=8-80,https://m.media-amazon.com/images/I/51+wAHd8wOL._AC_UY218_.jpg
"Apple iPhone 8, 256GB, Red - For Verizon (Renewed)",$337.50,4.4 out of 5 stars,23,https://www.amazon.com/Apple-iPhone-256GB-Red-Verizon/dp/B07R71ZQYP/ref=sr_1_81?dchild=1&keywords=iphone+12&qid=1609112349&sr=8-81,https://m.media-amazon.com/images/I/615YxppSdrL._AC_UY218_.jpg
TOZO W6 Wireless Charger Fast Charging Pad Thin and Built-in Magnets Compatible for iPhone 12/12 Mini/ 12 Pro/ 12 Pro Max Black NO AC Adapter (Compatible with Mag-Safe Charger Magnetic Charging),$19.99,4.3 out of 5 stars,309,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A036078235MH2PB2QSYRM&url=%2FTOZO-W6-Wireless-Charging-Compatible%2Fdp%2FB08L7HRGR6%2Fref%3Dsr_1_83_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112349%26sr%3D8-83-spons%26psc%3D1%26smid%3DA3RX0V7R69HJ3V&qualifier=1609112349&id=8182105349898139&widgetName=sp_btf,https://m.media-amazon.com/images/I/61hDmI6xFRL._AC_UY218_.jpg
"VICSEED Cell Phone Stand, Phone Holder for Desk Adjustable Tablet Stand for Office, Phone Dock: Cradle, Holder Compatible with iPhone 12 Pro Max Mini 11 XR SE All Android Smartphone, Desk Accessories",$19.99,4.9 out of 5 stars,28,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A00603991UQGSR73IO23T&url=%2FVICSEED-Holder-Adjustable-Tablet-Office%2Fdp%2FB08MF12WQG%2Fref%3Dsr_1_84_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112349%26sr%3D8-84-spons%26psc%3D1&qualifier=1609112349&id=8182105349898139&widgetName=sp_btf,https://m.media-amazon.com/images/I/716SMonMXIL._AC_UY218_.jpg
"Compatible with iPhone 12 Screen Protector, Tempered Glass Screen Protector for iphone 12 Pro 6.1 inch [3-Pack]",$8.98,4.3 out of 5 stars,20,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A09557511272NIRMHD0HO&url=%2FCompatible-iPhone-Screen-Protector-Tempered%2Fdp%2FB08LTDSSP8%2Fref%3Dsr_1_81_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112351%26sr%3D8-81-spons%26psc%3D1&qualifier=1609112351&id=2021857886597580&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/71HpnWt+3sL._AC_UY218_.jpg
"20W USB C Charger,STAPOW PD Fast Charger Block for iPhone 12, iPhone 12 Pro,12 Mini Pro Max,iPhone 11 Pro Max SE 2020 XR XS X, Samsung Galaxy,Pixel,Switch",$16.50,4.8 out of 5 stars,7,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A07221632RLNE80NNXBZA&url=%2FCharger-STAPOW-iPhone-Samsung-Galaxy%2Fdp%2FB08LN4C4VC%2Fref%3Dsr_1_82_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112351%26sr%3D8-82-spons%26psc%3D1&qualifier=1609112351&id=2021857886597580&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/41odLXBFZ0L._AC_UY218_.jpg
"Apple iPhone 7 Plus, 32GB, Black - For AT&T (Renewed)",$294.99,4.3 out of 5 stars,28,https://www.amazon.com/Apple-iPhone-Plus-32GB-Refurbished/dp/B072QBK41H/ref=sr_1_83?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-83,https://m.media-amazon.com/images/I/51UdJX+-B2L._AC_UY218_.jpg
"Apple iPhone XS Max, 512GB, Space Gray - For AT&T (Renewed)",$659.97,4.1 out of 5 stars,11,https://www.amazon.com/Apple-iPhone-512GB-Space-Gray/dp/B07RFNWYN5/ref=sr_1_84?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-84,https://m.media-amazon.com/images/I/81nSsCFeiTL._AC_UY218_.jpg
"Apple iPhone 7 Plus, 128GB, Black - For AT&T / T-Mobile (Renewed)",$309.97,4.2 out of 5 stars,939,https://www.amazon.com/Apple-iPhone-Unlocked-Quad-Core-Smartphone/dp/B06X9FGTMN/ref=sr_1_85?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-85,https://m.media-amazon.com/images/I/61Njz36fUOL._AC_UY218_.jpg
Apple iPhone 7 a1778 256GB GSM Unlocked (Renewed),$249.97,4.4 out of 5 stars,7,https://www.amazon.com/Apple-iPhone-a1778-Unlocked-Refurbished/dp/B075FTPH8R/ref=sr_1_86?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-86,https://m.media-amazon.com/images/I/71SzDBdKVxL._AC_UY218_.jpg
"Apple iPhone 7 Plus, 32GB, Rose Gold - For AT&T (Renewed)",$264.00,3.9 out of 5 stars,116,https://www.amazon.com/Apple-iPhone-Plus-AT-32GB/dp/B07212XZFL/ref=sr_1_87?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-87,https://m.media-amazon.com/images/I/81gS9Sx0g7L._AC_UY218_.jpg
Apple iPhone 7 256GB (GSM Unlocked) 4.7-inch 12MP iOS Smartphone - Silver (Renewed),$249.00,4.2 out of 5 stars,46,https://www.amazon.com/Apple-iPhone-Unlocked-4-7-inch-Smartphone/dp/B01N4WPFE6/ref=sr_1_89?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-89,https://m.media-amazon.com/images/I/61WpoMEdpoL._AC_UY218_.jpg
"Apple iPhone XR, Boost Mobile, 64GB - Red (Renewed)",$399.97,4.4 out of 5 stars,44,https://www.amazon.com/Apple-iPhone-Boost-Mobile-64GB/dp/B07SZH94PR/ref=sr_1_90?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-90,https://m.media-amazon.com/images/I/51LgEWJZ2CL._AC_UY218_.jpg
"Apple iPhone XS Max, 64GB, Space Gray - For AT&T (Renewed)",$479.86,4.5 out of 5 stars,69,https://www.amazon.com/Apple-iPhone-Xs-Max-64GB/dp/B07RKYQSRB/ref=sr_1_91?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-91,https://m.media-amazon.com/images/I/61BUBkeNYmL._AC_UY218_.jpg
"Samsung Galaxy S9+, 64GB, Midnight Black -Fully Unlocked (Renewed)",$285.00,4.3 out of 5 stars,"3,678",https://www.amazon.com/Samsung-Galaxy-SM-G9650-Factory-Unlocked/dp/B07D3Z9ZST/ref=sr_1_92?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-92,https://m.media-amazon.com/images/I/71NIDxHpuQL._AC_UY218_.jpg
Samsung Galaxy A51 Factory Unlocked Cell Phone | 128GB of Storage | Long Lasting Battery | Single SIM | GSM or CDMA Compatible | US Version | Blue,$399.99,4.6 out of 5 stars,336,https://www.amazon.com/Samsung-Factory-Unlocked-Storage-Compatible/dp/B0889VV6QD/ref=sr_1_93?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-93,https://m.media-amazon.com/images/I/61JnhAhIatL._AC_UY218_.jpg
Huawei Honor 8 Unlocked Smartphone 32 GB Dual Camera - US Warranty (Midnight Black),$494.90,4.3 out of 5 stars,"1,404",https://www.amazon.com/Huawei-Honor-Unlocked-Smartphone-Camera/dp/B01IVV7W6O/ref=sr_1_94?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-94,https://m.media-amazon.com/images/I/81LYi-GaHzL._AC_UY218_.jpg
"Apple iPhone 7 128GB GSM Unlocked (no CDMA) Smartphone, Black (Renewed)",$209.00,3.9 out of 5 stars,103,https://www.amazon.com/Apple-iPhone-Unlocked-Smartphone-Renewed/dp/B07TC8NDH5/ref=sr_1_95?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-95,https://m.media-amazon.com/images/I/711EbR7y9ZL._AC_UY218_.jpg
"ZTE BLADE Z MAX Z982 (32GB, 2GB RAM) 6.0"" Full HD Display, Dual Rear Camera, 4080 mAh Battery, 4G LTE GSM Unlocked Smartphone w/ US Warranty (Black) (Renewed)",$135.99,4.1 out of 5 stars,39,https://www.amazon.com/ZTE-Display-Unlocked-Smartphone-Warranty/dp/B07YF469T7/ref=sr_1_96?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-96,https://m.media-amazon.com/images/I/31PWPaez+DL._AC_UY218_.jpg
Apple iPhone 7 a1778 256GB GSM Unlocked (Renewed),$259.00,3.9 out of 5 stars,20,https://www.amazon.com/Apple-iPhone-a1778-Unlocked-Refurbished/dp/B075FWCWQ1/ref=sr_1_97?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-97,https://m.media-amazon.com/images/I/71x3e0x+M2L._AC_UY218_.jpg
"Motorola Moto Z Play XT1635-02 32GB Black, Dual Sim, 5.5-Inch, GSM Unlocked International Model, No Warranty",$194.99,4.1 out of 5 stars,319,https://www.amazon.com/Motorola-XT1635-02-5-5-Inch-Unlocked-International/dp/B01MZ05P97/ref=sr_1_98?dchild=1&keywords=iphone+12&qid=1609112351&sr=8-98,https://m.media-amazon.com/images/I/61795yTxl-L._AC_UY218_.jpg
"Luckymore Compatible with iPhone 12 Case, Compatible with iPhone 12 Pro Case 6.1 Inch 2020",$7.99,4.7 out of 5 stars,157,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A01710091UKL22JLTZF7F&url=%2FLuckymore-Compatible-iPhone-Case-Inch%2Fdp%2FB08JX7R99X%2Fref%3Dsr_1_99_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112351%26sr%3D8-99-spons%26psc%3D1&qualifier=1609112351&id=2021857886597580&widgetName=sp_btf,https://m.media-amazon.com/images/I/81KEfGsKdwL._AC_UY218_.jpg
"CredDeal MFi Certified iPhone Charger, Lightning Cable Pack of 5- [3/3/6/6/10FT] Nylon Braided Fast Charging Data Sync USB Cord Wire Compatible iPhone 12/11/Pro/Xs Max/X/8/7/Plus/6S/6/SE/5S",$11.97,4.7 out of 5 stars,228,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A0443897NXNPZEK9PPXE&url=%2FCredDeal-Certified-Lightning-Charging-Compatible%2Fdp%2FB08KWCTWGB%2Fref%3Dsr_1_100_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112351%26sr%3D8-100-spons%26psc%3D1%26smid%3DA2IZ4TP4S7KHS2&qualifier=1609112351&id=2021857886597580&widgetName=sp_btf,https://m.media-amazon.com/images/I/61TBFBmAskL._AC_UY218_.jpg
"iPhone Wireless Charger, [Angle&Height Adjustable] LISEN Cell Phone Wireless Charging Stand, 10/7.5W Fast Wireless Charger for iPhone 12/11/Pro/Max/X/XR/XS Max, Galaxy Samsung S10/S9/S8",$24.99,4.5 out of 5 stars,"1,752",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A0643916180P3VF77EPMT&url=%2FUpgraded-Wireless-Adjustable-LISEN-Charging%2Fdp%2FB07ZVHD2M6%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112353%26sr%3D8-97-spons%26psc%3D1&qualifier=1609112353&id=5385183758085002&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/613eIZocGVL._AC_UY218_.jpg
"TAMOWA 3 Pack Screen Protector Compatible with iPhone 12 Mini (5.4 Inch), Screen Protector Tempered Glass Film Compatible with iPhone 12 Mini with Installation Frame, HD Clarity, Scratch Resistant",$8.99,4.0 out of 5 stars,27,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A08006433OCZDDTHLGPKH&url=%2FTAMOWA-Compatible-iPhone-Mini-Installation%2Fdp%2FB08GKLCR99%2Fref%3Dsr_1_98_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112353%26sr%3D8-98-spons%26psc%3D1&qualifier=1609112353&id=5385183758085002&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/71eDgKj3K9L._AC_UY218_.jpg
"Apple iPhone XR, Boost Mobile, 64GB - Red (Renewed)",$399.97,4.4 out of 5 stars,44,https://www.amazon.com/Apple-iPhone-Boost-Mobile-64GB/dp/B07SZH94PR/ref=sr_1_99?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-99,https://m.media-amazon.com/images/I/51LgEWJZ2CL._AC_UY218_.jpg
"Apple iPhone XS Max, 64GB, Space Gray - For AT&T (Renewed)",$479.86,4.5 out of 5 stars,69,https://www.amazon.com/Apple-iPhone-Xs-Max-64GB/dp/B07RKYQSRB/ref=sr_1_100?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-100,https://m.media-amazon.com/images/I/61BUBkeNYmL._AC_UY218_.jpg
"Samsung Galaxy S9+, 64GB, Midnight Black -Fully Unlocked (Renewed)",$285.00,4.3 out of 5 stars,"3,678",https://www.amazon.com/Samsung-Galaxy-SM-G9650-Factory-Unlocked/dp/B07D3Z9ZST/ref=sr_1_101?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-101,https://m.media-amazon.com/images/I/71NIDxHpuQL._AC_UY218_.jpg
Samsung Galaxy A51 Factory Unlocked Cell Phone | 128GB of Storage | Long Lasting Battery | Single SIM | GSM or CDMA Compatible | US Version | Blue,$399.99,4.6 out of 5 stars,336,https://www.amazon.com/Samsung-Factory-Unlocked-Storage-Compatible/dp/B0889VV6QD/ref=sr_1_102?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-102,https://m.media-amazon.com/images/I/61JnhAhIatL._AC_UY218_.jpg
Apple iPhone 7 a1778 256GB GSM Unlocked (Renewed),$259.00,3.9 out of 5 stars,20,https://www.amazon.com/Apple-iPhone-a1778-Unlocked-Refurbished/dp/B075FWCWQ1/ref=sr_1_103?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-103,https://m.media-amazon.com/images/I/71x3e0x+M2L._AC_UY218_.jpg
Huawei Honor 8 Unlocked Smartphone 32 GB Dual Camera - US Warranty (Midnight Black),$494.90,4.3 out of 5 stars,"1,404",https://www.amazon.com/Huawei-Honor-Unlocked-Smartphone-Camera/dp/B01IVV7W6O/ref=sr_1_104?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-104,https://m.media-amazon.com/images/I/81LYi-GaHzL._AC_UY218_.jpg
"Samsung Galaxy A11 (32GB, 2GB) 6.4"" Dual SIM GSM Unlocked, Global 4G LTE International Model (T-Mobile,AT&T,Metro,Cricket) A115M/DS (64GB SD Bundle, Black)",$194.50,4.3 out of 5 stars,530,https://www.amazon.com/Samsung-Unlocked-International-T-Mobile-Cricket/dp/B087Z9KP9P/ref=sr_1_105?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-105,https://m.media-amazon.com/images/I/41c-nJUCJ+L._AC_UY218_.jpg
"ZTE BLADE Z MAX Z982 (32GB, 2GB RAM) 6.0"" Full HD Display, Dual Rear Camera, 4080 mAh Battery, 4G LTE GSM Unlocked Smartphone w/ US Warranty (Black) (Renewed)",$135.99,4.1 out of 5 stars,39,https://www.amazon.com/ZTE-Display-Unlocked-Smartphone-Warranty/dp/B07YF469T7/ref=sr_1_106?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-106,https://m.media-amazon.com/images/I/31PWPaez+DL._AC_UY218_.jpg
